timestamp,speaker
"(1862.6597187500001, 1872.8015937500002)",SPEAKER_06
"(1873.5272187500002, 1876.3959687500003)",SPEAKER_06
"(1893.8953437500002, 1895.5997187500002)",SPEAKER_06
"(1896.37596875, 1903.69971875)",SPEAKER_06
"(1904.6447187500003, 1908.6440937500001)",SPEAKER_06
"(1910.1122187500002, 1911.0234687500001)",SPEAKER_06
"(1952.8397187500002, 1953.6665937500002)",SPEAKER_07
"(1960.1972187500003, 1964.71971875)",SPEAKER_06
"(1967.7065937500001, 1968.4322187500002)",SPEAKER_07
"(1987.1803437500002, 1994.5040937500003)",SPEAKER_02
"(1995.24659375, 2005.8609687500002)",SPEAKER_06
"(2019.9178437500002, 2020.82909375)",SPEAKER_06
"(2056.3678437500002, 2065.6153437499997)",SPEAKER_06
"(2066.7459687500004, 2067.79221875)",SPEAKER_06
"(2069.56409375, 2073.0065937500003)",SPEAKER_06
"(2085.20721875, 2086.30409375)",SPEAKER_04
"(2104.0397187500002, 2106.97596875)",SPEAKER_06
"(2107.4315937500005, 2117.5565937500005)",SPEAKER_01
"(2118.01221875, 2133.1659687500005)",SPEAKER_06
"(2133.5203437500004, 2166.3590937500003)",SPEAKER_06
"(2133.7059687500005, 2134.68471875)",SPEAKER_07
"(2149.0790937500005, 2150.0240937500002)",SPEAKER_01
"(2167.96221875, 2174.0372187500006)",SPEAKER_01
"(2168.19846875, 2169.8522187500002)",SPEAKER_06
"(2171.6747187500005, 2177.85096875)",SPEAKER_09
"(2178.44159375, 2179.25159375)",SPEAKER_06
"(2181.36096875, 2182.35659375)",SPEAKER_06
"(2183.16659375, 2187.36846875)",SPEAKER_01
"(2197.79721875, 2198.80971875)",SPEAKER_01
"(2200.7165937500004, 2203.8553437500004)",SPEAKER_09
"(2205.4922187500006, 2208.0234687500006)",SPEAKER_04
"(2209.4072187500005, 2210.6728437500005)",SPEAKER_04
"(2212.07346875, 2216.8828437500006)",SPEAKER_04
"(2217.08534375, 2218.6715937500003)",SPEAKER_04
"(2219.1609687500004, 2224.4765937500006)",SPEAKER_04
"(2227.0584687500004, 2228.4422187500004)",SPEAKER_04
"(2230.5684687500006, 2241.2840937500005)",SPEAKER_04
"(2244.32159375, 2247.20721875)",SPEAKER_04
"(2248.79346875, 2249.7215937500005)",SPEAKER_06
"(2249.85659375, 2255.0372187500006)",SPEAKER_04
"(2257.53471875, 2260.3359687500006)",SPEAKER_09
"(2262.39471875, 2265.7022187500006)",SPEAKER_04
"(2266.0397187500002, 2269.76909375)",SPEAKER_09
"(2266.81596875, 2267.52471875)",SPEAKER_04
"(2272.3172187500004, 2279.40471875)",SPEAKER_09
"(2284.16346875, 2291.03159375)",SPEAKER_09
"(2291.03159375, 2291.9765937500006)",SPEAKER_06
"(2292.0272187500004, 2302.0340937500005)",SPEAKER_06
"(2304.9365937500006, 2313.03659375)",SPEAKER_09
"(2313.1715937500003, 2313.9647187500004)",SPEAKER_09
"(2313.9647187500004, 2317.12034375)",SPEAKER_06
"(2316.46221875, 2327.97096875)",SPEAKER_09
"(2327.97096875, 2332.02096875)",SPEAKER_05
"(2340.08721875, 2347.8497187500006)",SPEAKER_01
"(2347.9678437500006, 2399.1328437500006)",SPEAKER_09
"(2401.69784375, 2418.6403437500003)",SPEAKER_09
"(2419.46721875, 2432.19096875)",SPEAKER_01
"(2432.5790937500005, 2450.1628437500003)",SPEAKER_01
"(2450.5847187500003, 2455.79909375)",SPEAKER_01
"(2455.9678437500006, 2473.02846875)",SPEAKER_01
"(2473.9228437500005, 2479.3903437500003)",SPEAKER_01
"(2479.96409375, 2504.44971875)",SPEAKER_09
"(2504.68596875, 2514.3553437500004)",SPEAKER_09
"(2514.7772187500004, 2520.78471875)",SPEAKER_01
"(2521.2234687500004, 2528.0240937500002)",SPEAKER_09
"(2528.0240937500002, 2538.1153437500006)",SPEAKER_01
"(2538.43596875, 2543.02596875)",SPEAKER_09
"(2551.32846875, 2559.29346875)",SPEAKER_01
"(2561.3184687500006, 2567.52846875)",SPEAKER_01
"(2570.44784375, 2573.1140937500004)",SPEAKER_01
"(2575.2740937500002, 2576.38784375)",SPEAKER_09
"(2576.94471875, 2585.02784375)",SPEAKER_09
"(2585.97284375, 2597.97096875)",SPEAKER_09
"(2596.70534375, 2603.05034375)",SPEAKER_01
"(2602.8815937500003, 2617.30971875)",SPEAKER_09
"(2616.97221875, 2618.3222187500005)",SPEAKER_04
"(2618.42346875, 2623.2497187500003)",SPEAKER_09
"(2623.3678437500002, 2624.19471875)",SPEAKER_09
"(2625.22409375, 2626.13534375)",SPEAKER_09
"(2631.0965937500005, 2652.2578437500006)",SPEAKER_09
"(2653.11846875, 2656.2403437500006)",SPEAKER_09
"(2657.52284375, 2663.7665937500005)",SPEAKER_01
"(2666.0447187500004, 2667.58034375)",SPEAKER_01
"(2667.9178437500004, 2672.17034375)",SPEAKER_01
"(2673.4190937500007, 2676.03471875)",SPEAKER_09
"(2677.82346875, 2680.96221875)",SPEAKER_01
"(2680.96221875, 2682.0253437500005)",SPEAKER_09
"(2682.0253437500005, 2685.2653437500003)",SPEAKER_01
"(2684.59034375, 2686.81784375)",SPEAKER_09
"(2687.23971875, 2695.0359687500004)",SPEAKER_09
"(2695.0359687500004, 2705.12721875)",SPEAKER_01
"(2707.48971875, 2711.26971875)",SPEAKER_09
"(2711.26971875, 2734.25346875)",SPEAKER_01
"(2734.6247187500003, 2738.4890937500004)",SPEAKER_09
"(2737.25721875, 2743.34909375)",SPEAKER_01
"(2743.7372187500005, 2744.49659375)",SPEAKER_02
"(2744.49659375, 2749.2215937500005)",SPEAKER_01
"(2749.30596875, 2751.9890937500004)",SPEAKER_01
"(2752.2928437500004, 2758.23284375)",SPEAKER_01
"(2759.0934687500003, 2765.52284375)",SPEAKER_09
"(2763.24471875, 2768.0709687500002)",SPEAKER_01
"(2769.5390937500006, 2771.37846875)",SPEAKER_01
"(2772.10409375, 2813.3465937500005)",SPEAKER_01
"(2815.4053437500006, 2818.5778437500003)",SPEAKER_01
"(2818.5947187500005, 2821.37909375)",SPEAKER_01
"(2821.68284375, 2831.21721875)",SPEAKER_09
"(2831.21721875, 2837.0222187500003)",SPEAKER_04
"(2835.8409687500007, 2837.4440937500003)",SPEAKER_09
"(2838.1190937500005, 2840.9372187500003)",SPEAKER_09
"(2838.9459687500002, 2841.81471875)",SPEAKER_04
"(2842.43909375, 2845.2234687500004)",SPEAKER_09
"(2846.15159375, 2852.98596875)",SPEAKER_09
"(2849.3409687500007, 2850.50534375)",SPEAKER_04
"(2853.7959687500006, 2854.84221875)",SPEAKER_09
"(2854.60596875, 2859.9384687500005)",SPEAKER_04
"(2859.60096875, 2871.46409375)",SPEAKER_09
"(2875.80096875, 2878.09596875)",SPEAKER_04
"(2878.4503437500007, 2880.08721875)",SPEAKER_09
"(2880.7959687500006, 2887.3434687500003)",SPEAKER_09
"(2887.57971875, 2888.45721875)",SPEAKER_04
"(2888.8115937500006, 2891.05596875)",SPEAKER_09
"(2891.24159375, 2898.04221875)",SPEAKER_04
"(2898.04221875, 2903.4928437500002)",SPEAKER_06
"(2903.6278437500005, 2909.4665937500004)",SPEAKER_06
"(2906.47971875, 2908.0322187500005)",SPEAKER_05
"(2910.76596875, 2911.5759687500004)",SPEAKER_03
"(2910.9684687500003, 2911.86284375)",SPEAKER_05
"(2911.86284375, 2919.67596875)",SPEAKER_03
"(2912.87534375, 2914.9678437500006)",SPEAKER_05
"(2914.9678437500006, 2919.92909375)",SPEAKER_09
"(2921.02596875, 2921.97096875)",SPEAKER_03
"(2921.97096875, 2922.9665937500004)",SPEAKER_09
"(2922.9665937500004, 2924.5528437500006)",SPEAKER_03
"(2924.9072187500005, 2934.03659375)",SPEAKER_03
"(2926.5947187500005, 2929.46346875)",SPEAKER_04
"(2931.4209687500006, 2932.9228437500005)",SPEAKER_04
"(2934.6103437500005, 2935.5215937500006)",SPEAKER_03
"(2936.56784375, 2937.47909375)",SPEAKER_03
"(2989.9772187500002, 2991.41159375)",SPEAKER_09
"(2991.41159375, 2992.44096875)",SPEAKER_02
"(2993.3690937500005, 3000.69284375)",SPEAKER_03
"(3008.2022187500006, 3009.0290937500004)",SPEAKER_03
"(3010.0753437500007, 3021.73596875)",SPEAKER_01
"(3012.48846875, 3014.0915937500004)",SPEAKER_03
"(3022.20846875, 3028.95846875)",SPEAKER_01
"(3029.0428437500004, 3034.18971875)",SPEAKER_01
"(3034.61159375, 3037.46346875)",SPEAKER_01
"(3038.61096875, 3045.17534375)",SPEAKER_01
"(3045.58034375, 3052.09409375)",SPEAKER_01
"(3045.78284375, 3047.14971875)",SPEAKER_02
"(3052.09409375, 3054.03471875)",SPEAKER_09
"(3054.1697187500004, 3055.23284375)",SPEAKER_09
"(3056.0934687500003, 3062.05034375)",SPEAKER_01
"(3062.4384687500005, 3075.0272187500004)",SPEAKER_01
"(3077.96346875, 3079.21221875)",SPEAKER_03
"(3080.91659375, 3084.17346875)",SPEAKER_03
"(3084.7978437500005, 3087.0253437500005)",SPEAKER_03
"(3088.74659375, 3119.0878437500005)",SPEAKER_03
"(3115.30784375, 3117.2147187500004)",SPEAKER_00
"(3119.2734687500006, 3133.1278437500005)",SPEAKER_03
"(3120.1678437500004, 3122.0240937500002)",SPEAKER_01
"(3129.0272187500004, 3130.02284375)",SPEAKER_00
"(3143.9784687500005, 3150.57659375)",SPEAKER_00
"(3146.10471875, 3147.01596875)",SPEAKER_03
"(3149.47971875, 3151.25159375)",SPEAKER_03
"(3151.3190937500003, 3161.66346875)",SPEAKER_03
"(3156.4490937500004, 3158.0690937500003)",SPEAKER_08
"(3161.66346875, 3164.0597187500007)",SPEAKER_08
"(3163.5703437500006, 3164.3465937500005)",SPEAKER_03
"(3165.27471875, 3170.57346875)",SPEAKER_03
"(3171.18096875, 3198.9403437500005)",SPEAKER_03
"(3199.4128437500003, 3209.2340937500003)",SPEAKER_03
"(3209.4365937500006, 3233.2303437500004)",SPEAKER_03
"(3220.0340937500005, 3220.7597187500005)",SPEAKER_01
"(3228.80909375, 3229.8722187500007)",SPEAKER_01
"(3233.61846875, 3272.8865937500004)",SPEAKER_03
"(3238.6134687500007, 3239.54159375)",SPEAKER_02
"(3253.88534375, 3254.59409375)",SPEAKER_01
"(3272.97096875, 3329.6709687500006)",SPEAKER_03
"(3293.64284375, 3294.7228437500007)",SPEAKER_01
"(3329.82284375, 3354.15659375)",SPEAKER_03
"(3355.0340937500005, 3381.88221875)",SPEAKER_03
"(3381.0047187500004, 3381.7809687500003)",SPEAKER_00
"(3382.6415937500005, 3390.25221875)",SPEAKER_03
"(3390.4884687500007, 3436.97909375)",SPEAKER_03
"(3430.8365937500002, 3431.5622187500003)",SPEAKER_01
"(3437.9578437500004, 3446.6990937500004)",SPEAKER_03
"(3447.20534375, 3449.63534375)",SPEAKER_03
"(3450.15846875, 3467.64096875)",SPEAKER_03
"(3467.89409375, 3475.79159375)",SPEAKER_03
"(3502.04909375, 3503.61846875)",SPEAKER_03
"(3506.6053437500004, 3549.07971875)",SPEAKER_09
"(3549.2653437500003, 3550.46346875)",SPEAKER_05
"(3551.30721875, 3556.4034687500007)",SPEAKER_09
"(3557.7872187500006, 3579.31971875)",SPEAKER_09
"(3581.14221875, 3582.34034375)",SPEAKER_09
"(3582.34034375, 3589.09034375)",SPEAKER_04
"(3589.4615937500002, 3590.35596875)",SPEAKER_04
"(3591.7059687500005, 3594.64221875)",SPEAKER_04
"(3595.3847187500005, 3596.8865937500004)",SPEAKER_04
"(3597.51096875, 3598.65846875)",SPEAKER_04
"(3598.8272187500006, 3608.4459687500002)",SPEAKER_04
"(3609.22221875, 3612.29346875)",SPEAKER_09
"(3612.5465937500003, 3617.4909687500003)",SPEAKER_04
"(3619.75221875, 3621.4228437500005)",SPEAKER_00
"(3624.0722187500005, 3627.2109687500006)",SPEAKER_04
"(3627.7509687500005, 3628.9659687500007)",SPEAKER_00
"(3629.45534375, 3631.9528437500003)",SPEAKER_01
"(3632.0372187500006, 3643.1747187500005)",SPEAKER_01
"(3645.68909375, 3650.4140937500006)",SPEAKER_00
"(3649.06409375, 3650.2284687500005)",SPEAKER_02
"(3654.8015937500004, 3662.96909375)",SPEAKER_09
"(3663.3740937500006, 3686.17221875)",SPEAKER_03
"(3687.8259687500004, 3746.7028437500003)",SPEAKER_03
"(3688.0284687500007, 3688.8047187500006)",SPEAKER_00
"(3693.69846875, 3694.4072187500005)",SPEAKER_02
"(3703.4353437500004, 3704.1778437500006)",SPEAKER_00
"(3746.92221875, 3752.47409375)",SPEAKER_09
"(3749.7909687500005, 3751.1072187500004)",SPEAKER_03
"(3752.47409375, 3773.56784375)",SPEAKER_03
"(3774.4453437500006, 3819.4678437500006)",SPEAKER_03
"(3820.81784375, 3835.2628437500007)",SPEAKER_03
"(3835.65096875, 3848.9484687500008)",SPEAKER_03
"(3849.2859687500004, 3854.1628437500003)",SPEAKER_03
"(3854.33159375, 3899.6240937500006)",SPEAKER_03
"(3898.9490937500004, 3905.7497187500003)",SPEAKER_09
"(3906.7284687500005, 3916.3640937500004)",SPEAKER_09
"(3918.27096875, 3927.92346875)",SPEAKER_09
"(3925.79721875, 3934.25159375)",SPEAKER_03
"(3934.77471875, 3944.3259687500004)",SPEAKER_03
"(3940.7147187500004, 3941.8622187500005)",SPEAKER_08
"(3944.49471875, 3949.7428437500002)",SPEAKER_00
"(3951.29534375, 3960.8972187500003)",SPEAKER_00
"(3961.11659375, 3967.7315937500007)",SPEAKER_01
"(3968.1365937500004, 3970.7184687500003)",SPEAKER_01
"(3970.81971875, 3989.09534375)",SPEAKER_01
"(3989.5847187500003, 4014.4415937500007)",SPEAKER_01
"(4014.8465937500005, 4017.8165937500007)",SPEAKER_01
"(4017.8503437500003, 4019.75721875)",SPEAKER_00
"(4019.75721875, 4029.6797187500006)",SPEAKER_01
"(4022.9972187500007, 4023.97596875)",SPEAKER_00
"(4030.0340937500005, 4036.0078437500006)",SPEAKER_01
"(4036.21034375, 4046.8415937500004)",SPEAKER_01
"(4039.77096875, 4040.68221875)",SPEAKER_02
